Hair-13,269,25173,48,64
Hair-14,280,25337,48,64
Hair-15,291,25501,48,64
Hair-17,302,25665,48,64
Hair-18,2443,270560,48,64
Hair-19,2736,265598,48,64
Hair-20,3058,269828,48,64
Hair-21,3071,270008,48,64
Hair-22,3203,272115,48,64
Hair-23,3229,272433,48,64
Hair-24,3240,272580,48,64
Hair-25,3747,282703,48,64
Hair-26,4634,291029,48,64
Hair-27,4685,292225,48,64
Hair-28,4783,293360,72,96
Hair-29,5067,299105,48,64
Hair-30,5078,299505,48,64
Hair-16,5156,300855,48,64
Eyes-1,313,35205,24,48
Eyes-2,325,35369,24,48
Eyes-3,337,35533,24,48
Eyes-4,349,35697,24,48
Eyes-5,361,35861,24,48
Eyes-6,372,36025,48,64
Eyes-7,383,36185,24,48
Eyes-8,393,36337,24,48
Eyes-9,324,36457,48,64
Eyes-10,2518,272034,48,64
Eyes-11,2678,264525,24,48
Eyes-12,2692,264671,24,48
Eyes-13,2707,265041,48,64
Eyes-14,3331,273938,72,96
Eyes-15,3341,274078,72,96
Eyes-16,3700,281936,48,64
Eyes-17,4623,290881,48,64
Eyes-18,4735,293315,48,64
Chest-1,459,67205,24,48
Chest-2,470,67369,24,48
Chest-3,481,67533,48,64
Chest-4,492,67697,24,48
Chest-5,503,67861,24,48
Chest-6,514,68025,24,48
Chest-7,525,68189,24,48
Chest-8,536,68353,24,48
Chest-9,547,68517,24,48
Chest-10,558,68681,48,64
Chest-11,569,68845,48,64
Chest-12,580,69009,48,64
Chest-13,591,69173,24,48
Chest-14,602,69337,48,64
Chest-15,613,69497,24,48
Chest-16,624,69657,24,48
Chest-17,635,69817,48,64
Chest-18,646,69977,48,64
Chest-19,668,70297,48,64
Chest-20,679,70457,24,48
Chest-21,690,70617,48,64
Chest-22,701,70777,48,64
Chest-23,712,70937,72,96
Chest-24,723,71097,48,64
Chest-25,735,71269,48,64
Chest-26,746,71429,48,64
Chest-27,730,71589,48,64
Chest-28,767,71737,48,64
Chest-29,778,71897,48,64
Chest-30,789,72057,48,64
Chest-31,820,72489,48,64
Chest-32,831,72649,48,64
Chest-33,842,72809,48,64
Chest-34,853,72969,48,64
Chest-35,864,73129,48,64
Chest-36,875,73289,48,64
Chest-37,886,73449,72,96
Chest-38,2647,264081,24,48
Chest-39,2719,265185,48,64
Chest-40,2821,267015,48,64
Chest-41,2809,266821,48,64
Chest-42,2877,267240,48,64
Chest-43,2925,268033,48,64
Chest-44,3013,269568,48,64
Chest-45,3082,270178,48,64
Chest-46,3158,271459,48,64
Chest-47,3267,272945,48,64
Chest-48,3447,275752,48,64
Chest-49,3532,279101,72,96
Chest-50,3552,279381,72,96
Chest-51,3572,279661,72,96
Chest-52,3592,279941,72,96
Chest-53,3612,280221,72,96
Chest-54,3771,283301,48,64
Chest-55,3827,284133,48,64
Chest-56,3870,284765,48,64
Chest-57,3915,285433,48,64
Chest-58,3960,286101,48,64
Chest-59,4005,286769,48,64
Chest-60,4037,287237,48,64
Chest-61,4087,281841,48,64
Chest-62,4098,282005,48,64
Chest-63,4109,282165,48,64
Chest-64,4129,282580,48,64
Chest-65,4151,282908,48,64
Chest-66,4190,283487,48,64
Chest-67,4223,283988,48,64
Chest-68,4255,284517,48,64
Chest-69,4289,285033,48,64
Chest-70,4424,287813,48,64
Chest-71,4492,288757,48,64
Chest-72,4524,289321,48,64
Chest-73,4548,289685,48,64
Chest-75,4611,290709,48,64
Chest-76,4702,292595,48,64
Chest-77,4803,293735,48,64
Chest-78,4861,294745,48,64
Chest-79,4882,295125,48,64
Chest-80,4893,295325,48,64
Chest-81,4963,297175,48,64
Chest-82,5011,298140,48,64
Chest-83,5089,299505,48,64
Chest-84,5101,299805,48,64
Chest-85,5205,301645,48,64
Chest-86,5223,301955,48,64
Chest-87,5291,391825,48,64
Chest-88,5357,393060,48,64
Chest-89,5389,393655,48,64
Chest-90,5431,394370,48,64
Chest-91,5452,394725,48,64
Chest-92,5486,395310,48,64
Chest-93,5639,398195,48,64
Chest-94,5731,399845,48,64
Chest-95,5763,400389,48,64
Chest-96,5797,400893,48,64
Chest-97,5820,401350,48,64
Chest-98,5874,402285,48,64
Chest-99,5916,402995,48,64
Chest-100,5960,403745,48,64
Chest-101,6006,404540,48,64
Chest-102,6061,405460,48,64
Chest-103,6108,405285,48,64
Chest-104,6153,405080,48,64
Chest-105,6197,405830,48,64
Chest-106,6241,406580,48,64
Chest-107,6289,407410,48,64
Chest-108,6323,408005,48,64
Chest-109,6344,408350,48,64
Chest-110,6389,409100,48,64
Chest-111,6433,409850,48,64
Chest-112,6477,410695,48,64
Chest-113,6524,411630,48,64
Chest-114,6570,412420,48,64
Chest-115,6604,413005,48,64
Chest-116,6625,413360,48,64
Chest-117,6670,414110,48,64
Chest-118,6714,414870,48,64
Chest-119,6758,415620,48,64
Chest-120,6798,416355,48,64
Chest-121,6821,416760,24,48
Helm-1,896,107205,24,48
Helm-2,907,107369,48,64
Helm-3,918,107533,48,64
Helm-4,929,107697,24,48
Helm-5,940,107861,48,64
Helm-6,951,108025,48,64
Helm-7,962,108189,48,64
Helm-8,973,108353,48,64
Helm-9,984,108517,48,64
Helm-10,995,108681,48,64
Helm-11,1006,108845,48,64
Helm-12,1017,109009,48,64
Helm-13,1028,109173,48,64
Helm-14,1039,109337,48,64
Helm-15,1050,109501,48,64
Helm-16,1061,109665,24,48
Helm-17,1072,109829,48,64
Helm-18,1083,109993,48,64
Helm-19,1094,110157,24,48
Helm-20,1105,110321,24,48
Helm-21,1116,110485,48,64
Helm-22,1127,110649,72,96
Helm-23,1138,110813,48,64
Helm-24,1149,110977,48,64
Helm-25,1160,111141,24,48
Helm-26,1171,111305,48,64
Helm-27,1182,111469,72,96
Helm-28,1193,111633,48,64
Helm-29,1204,111797,48,64
Helm-30,1215,111959,48,64
Helm-31,1226,110625,48,64
Helm-32,1237,112259,48,64
Helm-33,1248,112299,48,64
Helm-34,1259,112339,48,64
Helm-35,1270,112739,48,64
Helm-36,1281,112899,48,64
Helm-37,1292,113059,48,64
Helm-38,1303,113219,48,64
Helm-39,1314,113379,48,64
Helm-40,1325,113539,48,64
Helm-41,1336,113699,48,64
Helm-42,1347,113859,48,64
Helm-43,1359,114023,48,64
Helm-44,1369,114159,72,96
Helm-45,1380,114319,48,64
Helm-46,1391,114479,24,48
Helm-47,1401,114615,48,64
Helm-48,1412,114775,48,64
Helm-49,1423,114935,72,96
Helm-50,1434,115095,48,64
Helm-51,1456,115435,48,64
Helm-52,1466,115555,24,48
Helm-53,1476,115691,48,64
Helm-54,1486,115827,24,48
Helm-55,1496,115963,48,64
Helm-56,800,72217,48,64
Helm-57,1506,116099,48,64
Helm-58,1516,116235,48,64
Helm-59,1526,116371,48,64
Helm-60,1536,116507,48,64
Helm-61,1547,116667,48,64
Helm-62,1558,116827,48,64
Helm-63,1568,116963,72,96
Helm-64,1578,117099,72,96
Helm-65,1588,117235,72,96
Helm-66,1598,117371,48,64
Helm-67,1609,117531,48,64
Helm-68,1619,117667,48,64
Helm-69,1629,117803,48,64
Helm-70,1639,117939,48,64
Helm-71,1649,118075,48,64
Helm-72,1659,118231,48,64
Helm-73,1669,118347,72,96
Helm-74,2402,269951,48,64
Helm-75,2413,270099,48,64
Helm-76,2423,270239,48,64
Helm-77,2454,270708,48,64
Helm-78,2496,271434,48,64
Helm-79,2507,271794,48,64
Helm-80,2541,271794,48,64
Helm-81,2553,262706,48,64
Helm-82,2563,262846,48,64
Helm-83,2573,262986,48,64
Helm-84,2583,263126,48,64
Helm-85,2593,263266,48,64
Helm-86,2603,263405,48,64
Helm-87,2613,263545,48,64
Helm-88,2658,264245,48,64
Helm-89,2668,264385,48,64
Helm-90,2756,266014,48,64
Helm-91,2773,266286,48,64
Helm-92,2783,266421,48,64
Helm-93,2796,266625,48,64
Helm-94,2838,267304,48,64
Helm-95,2852,267538,48,64
Helm-96,2866,267051,48,64
Helm-97,2890,267456,48,64
Helm-98,2915,267813,48,64
Helm-99,2983,269136,48,64
Helm-100,2993,269276,48,64
Helm-101,3003,269416,48,64
Helm-102,3024,269332,48,64
Helm-103,3103,270478,48,64
Helm-104,3115,270666,48,64
Helm-105,3145,271275,48,64
Helm-106,3216,272267,48,64
Helm-107,3256,272781,48,64
Helm-108,3289,273273,72,96
Helm-109,3360,274549,48,64
Helm-110,3370,274689,48,64
Helm-111,3380,274829,72,96
Helm-112,3390,274870,72,96
Helm-113,3402,275046,48,64
Helm-114,3412,275186,48,64
Helm-115,3422,275326,48,64
Helm-116,3458,275916,48,64
Helm-117,3542,279241,72,96
Helm-118,3562,279521,72,96
Helm-119,3582,279801,72,96
Helm-120,3602,280081,72,96
Helm-121,3622,280361,72,96
Helm-122,3648,281109,48,64
Helm-123,3689,281772,72,96
Helm-124,3725,282375,48,64
Helm-125,3736,282539,48,64
Helm-126,3782,283461,48,64
Helm-127,3782,283465,48,64
Helm-128,3816,283969,48,64
Helm-129,3859,284601,48,64
Helm-130,3904,285269,48,64
Helm-131,3949,285937,48,64
Helm-132,3994,286605,48,64
Helm-133,4048,287401,48,64
Helm-134,4070,281569,48,64
Helm-135,4140,282744,48,64
Helm-136,4266,284681,48,64
Helm-137,4277,284845,48,64
Helm-138,4300,285197,48,64
Helm-139,4312,285385,48,64
Helm-140,4323,285549,72,96
Helm-141,4366,286286,48,64
Helm-142,4414,287673,72,96
Helm-143,4439,288061,48,64
Helm-144,4450,288225,48,64
Helm-145,4482,288617,48,64
Helm-146,4538,289545,48,64
Helm-147,4570,290013,72,96
Helm-148,4594,290425,72,96
Helm-149,4657,291485,48,64
Helm-150,4667,291660,48,64
Helm-151,4725,293135,48,64
Helm-152,4746,293505,48,64
Helm-153,4756,293705,48,64
Helm-154,4766,293905,48,64
Helm-155,4793,293535,48,64
Helm-156,4872,294945,48,64
Helm-157,4909,295615,48,64
Helm-158,4921,295895,48,64
Helm-159,4950,296925,48,64
Helm-160,4974,297375,48,64
Helm-161,4985,297585,48,64
Helm-162,4995,297765,72,96
Helm-163,5022,298340,72,96
Helm-164,5032,298525,48,64
Helm-165,5045,298772,48,64
Helm-166,5055,298912,48,64
Helm-167,5112,300015,48,64
Helm-168,5146,300645,48,64
Helm-169,5167,301045,48,64
Helm-170,5179,301265,48,64
Helm-171,5189,301430,48,64
Helm-172,5257,302560,72,96
Helm-173,5302,392025,48,64
Helm-174,5326,392530,48,64
Helm-175,5369,393295,48,64
Helm-176,5379,393475,48,64
Helm-177,5421,394200,48,64
Helm-178,5442,394560,48,64
Helm-179,5496,395485,48,64
Helm-180,5525,396030,48,64
Helm-181,5514,395840,48,64
Helm-182,5545,396415,48,64
Helm-183,5556,396605,48,64
Helm-184,5578,397035,48,64
Helm-185,5650,398390,48,64
Helm-186,5662,398595,48,64
Helm-187,5721,399680,48,64
Helm-188,5810,401185,48,64
Helm-189,5854,401955,48,64
Helm-190,5864,402120,48,64
Helm-191,5906,402830,48,64
Helm-192,5950,403580,48,64
Helm-193,5996,404375,48,64
Helm-194,6039,405085,48,64
Helm-195,6051,405295,48,64
Helm-196,6098,405110,48,64
Helm-197,6142,404875,48,64
Helm-198,6187,405660,48,64
Helm-199,6231,406415,48,64
Helm-200,6279,407245,48,64
Helm-201,6334,408200,48,64
Helm-202,6379,408935,48,64
Helm-203,6423,409685,48,64
Helm-204,6467,410440,48,64
Helm-205,6514,411435,48,64
Helm-206,6560,412255,48,64
Helm-207,6615,413195,48,64
Helm-208,6660,413945,48,64
Helm-209,6704,414705,48,64
Helm-210,6748,415455,48,64
Helm-211,6809,416545,48,64
Helm-212,6839,417095,48,64
Legs-1,1678,147205,24,48
Legs-2,1689,147369,24,48
Legs-3,1700,147533,24,48
Legs-4,1711,147697,24,48
Legs-5,1722,147861,24,48
Legs-6,1733,148025,48,64
Legs-7,1744,148189,48,64
Legs-8,657,70137,48,64
Legs-9,1755,148349,48,64
Legs-10,1766,148509,48,64
Legs-11,1445,115255,48,64
Legs-12,1777,148669,48,64
Legs-13,1788,148829,48,64
Legs-14,1799,148989,48,64
Legs-15,2391,269787,48,64
Legs-16,2936,268197,48,64
Legs-17,3044,269612,48,64
Legs-18,3182,271811,48,64
Legs-19,3278,273109,48,64
Legs-20,3793,283629,48,64
Legs-21,3838,284297,48,64
Legs-22,3881,284929,48,64
Legs-23,3926,285597,48,64
Legs-24,3971,286265,48,64
Legs-25,4016,286933,48,64
Legs-26,4162,283072,48,64
Legs-27,4200,283643,48,64
Legs-28,4559,289849,48,64
Legs-29,4826,294205,48,64
Legs-30,4850,294525,48,64
Legs-31,5135,300450,48,64
Legs-32,5234,302155,48,64
Legs-33,5280,301630,48,64
Legs-34,5346,392870,48,64
Legs-35,5410,394010,48,64
Legs-36,5463,394915,48,64
Legs-37,5618,397840,48,64
Legs-38,5742,400035,48,64
Legs-39,5774,400553,48,64
Legs-40,5831,401540,48,64
Legs-41,5885,402475,48,64
Legs-42,5927,403185,48,64
Legs-43,5971,403935,48,64
Legs-44,6017,404730,48,64
Legs-45,6072,405650,48,64
Legs-46,6119,404500,48,64
Legs-47,6164,405270,48,64
Legs-48,6208,406020,48,64
Legs-49,6252,406770,48,64
Legs-50,6300,407600,48,64
Legs-51,6356,408540,48,64
Legs-52,6400,409290,48,64
Legs-53,6444,410045,48,64
Legs-54,6488,410885,48,64
Legs-55,6535,411820,48,64
Legs-56,6581,412610,48,64
Legs-57,6636,413550,48,64
Legs-58,6681,414300,48,64
Legs-59,6725,415060,48,64
Legs-60,6769,415810,48,64
Feet-1,1810,187205,24,48
Feet-2,1821,187369,24,48
Feet-3,1832,187533,24,48
Feet-4,1843,187697,48,64
Feet-5,1854,187861,48,64
Feet-6,1865,188025,48,64
Feet-7,1876,188185,48,64
Feet-8,1886,188321,48,64
Feet-9,1897,188481,48,64
Feet-10,810,72353,24,48
Feet-11,1907,188617,48,64
Feet-12,1917,188753,48,64
Feet-13,1927,188889,48,64
Feet-14,2466,270888,48,64
Feet-15,2477,271033,24,48
Feet-16,2905,267673,48,64
Feet-17,3034,269472,48,64
Feet-18,3093,270338,48,64
Feet-19,3193,271975,48,64
Feet-20,3804,283793,48,64
Feet-21,3849,284461,48,64
Feet-22,3892,285093,48,64
Feet-23,3937,285761,48,64
Feet-24,3982,286429,48,64
Feet-25,4027,287097,48,64
Feet-26,4211,283812,48,64
Feet-27,4713,292805,48,64
Feet-28,4816,294005,48,64
Feet-29,4839,294295,48,64
Feet-30,5125,300270,48,64
Feet-31,5245,302350,48,64
Feet-32,5270,301460,48,64
Feet-33,5270,301460,48,64
Feet-34,5336,392705,48,64
Feet-35,5400,393845,48,64
Feet-36,5474,395105,48,64
Feet-37,5597,397455,48,64
Feet-38,5607,397625,48,64
Feet-39,5629,398050,48,64
Feet-40,5753,400220,48,64
Feet-41,5785,400717,48,64
Feet-42,5842,401750,48,64
Feet-43,5896,402665,48,64
Feet-44,5938,403375,48,64
Feet-45,5982,404130,48,64
Feet-46,6028,404920,48,64
Feet-47,6083,405840,48,64
Feet-48,6130,404670,48,64
Feet-49,6175,405460,48,64
Feet-50,6219,406210,48,64
Feet-51,6263,406960,48,64
Feet-52,6311,407800,48,64
Feet-53,6367,408730,48,64
Feet-54,6411,409480,48,64
Feet-55,6455,410235,48,64
Feet-56,6499,411075,48,64
Feet-57,6546,412010,48,64
Feet-58,6592,412800,48,64
Feet-59,6648,413740,48,64
Feet-60,6692,414495,48,64
Feet-61,6736,415250,48,64
Feet-62,6780,416000,48,64
Hand-17,1969,227781,48,64
Hand-18,1971,227829,48,64
Hand-21,1977,227949,48,64
Hand-24,1983,228069,48,64
Hand-25,1985,228117,48,64
Hand-52,2039,229089,48,64
Hand-55,2046,229213,48,64
Hand-56,2047,229237,48,64
Hand-59,2052,229333,48,64
Hand-63,2059,229465,48,64
Hand-65,2062,229525,48,64
Hand-67,2065,229585,48,64
Hand-68,2066,229609,48,64
Hand-70,2069,229669,48,64
Hand-97,2122,230629,72,96
Hand-103,2133,230833,48,64
Hand-105,2136,230893,48,64
Hand-106,2137,230917,48,64
Hand-115,2153,231205,72,96
Hand-119,2387,269715,48,64
Hand-120,2388,269739,48,64
Hand-121,2389,269763,72,96
Hand-124,2493,271405,48,64
Hand-131,2637,263945,48,64
Hand-134,2703,264819,48,64
Hand-135,2718,265209,48,64
Hand-136,2733,265450,48,64
Hand-137,2735,265574,48,64
Hand-143,2808,266801,48,64
Hand-156,2979,268995,48,64
Hand-157,3055,269776,48,64
Hand-160,3127,270855,48,64
Hand-161,3126,270831,48,64
Hand-163,3140,271155,72,96
Hand-164,3142,271203,72,96
Hand-165,3144,271251,72,96
Hand-174,3317,273714,72,96
Hand-184,3469,277090,72,96
Hand-203,3528,279005,72,96
Hand-204,3530,279053,72,96
Hand-208,3682,281640,72,96
Hand-213,3721,282279,72,96
Hand-214,3723,282327,72,96
Hand-224,4063,281337,72,96
Hand-226,4068,281521,72,96
Hand-241,4287,284985,72,96
Hand-242,4311,285361,72,96
Hand-250,4361,286200,72,96
Hand-251,4362,286224,72,96
Hand-254,4402,287277,48,64
Hand-257,4460,288365,48,64
Hand-258,4471,288465,72,96
Hand-259,4473,288513,48,64
Hand-260,4474,288537,48,64
Hand-263,4507,288993,48,64
Hand-269,4535,289485,72,96
Hand-270,4581,290177,72,96
Hand-274,4610,290685,72,96
Hand-275,4701,292565,48,64
Hand-276,4723,293075,48,64
Hand-277,4724,293105,48,64
Hand-281,4838,294265,48,64
Hand-287,4962,297150,48,64
Hand-288,5008,298065,48,64
Hand-290,5043,298724,48,64
Hand-291,5044,298748,48,64
Hand-292,5065,299052,48,64
Hand-293,5100,299775,48,64
Hand-294,5123,300215,48,64
Hand-295,5177,301215,48,64
Hand-296,5199,301535,48,64
Hand-297,5200,301560,48,64
Hand-298,5201,301585,48,64
Hand-299,5202,301610,48,64
Hand-301,5219,301895,72,96
Hand-303,5315,392260,48,64
Hand-306,5320,392365,48,64
Hand-307,5321,392395,48,64
Hand-308,5322,392425,48,64
Hand-309,5324,392480,48,64
Hand-310,5325,392505,48,64
Hand-311,5513,395815,48,64
Hand-312,5524,396005,48,64
Hand-314,5544,396390,48,64
Hand-321,5676,398875,48,64
Hand-323,5808,401057,48,64
Hand-331,6097,406085,72,96
Hand-343,6511,411280,72,96
Hand-344,6512,411305,48,64
Hand-353,6794,416260,72,96
Hand-355,6797,416325,48,64
Hand-356,6820,416735,48,64
Hand-358,6834,416995,48,64
